application_id,company_id,forecast_year,projected_revenue,projected_employees,projected_free_cash_flow,projected_debt
APP-00246,CO-00246,3,961892.13,7,4290.04,27080.0
APP-00246,CO-00246,4,1122816.68,8,20749.65,24597.46
APP-00246,CO-00246,5,1310663.91,9,42596.58,22114.93
APP-00247,CO-00247,1,706372.55,5,-40531.66,154309.02
APP-00247,CO-00247,2,681861.42,5,-32838.45,139233.83
APP-00247,CO-00247,3,658200.83,5,-25630.34,124158.63
APP-00247,CO-00247,4,635361.26,5,-18882.94,109083.44
APP-00247,CO-00247,5,613314.23,5,-12572.94,94008.24
APP-00248,CO-00248,1,15164896.23,68,-1900464.8,10666350.83
APP-00248,CO-00248,2,16719298.1,72,-1861526.65,10276738.7
APP-00248,CO-00248,3,18433026.15,77,-1794639.43,9887126.56
APP-00248,CO-00248,4,20322411.33,82,-1694482.66,9497514.43
APP-00248,CO-00248,5,22405458.49,87,-1554938.82,9107902.29
APP-00249,CO-00249,1,44810333.37,302,-4559899.52,22048221.79
APP-00249,CO-00249,2,50165168.2,324,-4816859.45,20161164.38
APP-00249,CO-00249,3,56159905.81,347,-5070116.3,18274106.96
APP-00249,CO-00249,4,62871014.55,371,-5315115.57,16387049.55
APP-00249,CO-00249,5,70384100.79,398,-5546267.14,14499992.14
APP-00250,CO-00250,1,715027.73,3,-114790.55,343632.05
APP-00250,CO-00250,2,752924.2,3,-116914.07,318172.08
APP-00250,CO-00250,3,792829.18,3,-118940.23,292712.12
APP-00250,CO-00250,4,834849.13,3,-120852.76,267252.15
APP-00250,CO-00250,5,879096.13,3,-122633.91,241792.18
APP-00251,CO-00251,1,1604951.11,7,-157188.91,455161.74
APP-00251,CO-00251,2,1698840.75,7,-143518.07,430215.32
APP-00251,CO-00251,3,1798222.94,7,-127709.79,405268.9
APP-00251,CO-00251,4,1903418.98,7,-109560.8,380322.48
APP-00251,CO-00251,5,2014768.99,8,-88851.31,355376.06
APP-00252,CO-00252,1,3226508.83,14,-219079.95,2726885.99
APP-00252,CO-00252,2,3376218.84,15,-213377.03,2726885.99
APP-00252,CO-00252,3,3532875.4,15,-206673.21,2726885.99
APP-00252,CO-00252,4,3696800.82,15,-198887.88,2726885.99
APP-00252,CO-00252,5,3868332.37,16,-189935.12,2726885.99
APP-00253,CO-00253,1,13757621.49,157,-2124727.06,3756683.56
APP-00253,CO-00253,2,15332869.15,163,-2058897.67,3464518.66
APP-00253,CO-00253,3,17088482.67,170,-1950137.64,3172353.75
APP-00253,CO-00253,4,19045113.93,176,-1789478.9,2880188.85
APP-00253,CO-00253,5,21225779.48,183,-1566462.53,2588023.94
APP-00254,CO-00254,1,819244.97,7,-94622.79,604241.51
APP-00254,CO-00254,2,821702.71,7,-93427.6,557907.53
APP-00254,CO-00254,3,824167.82,8,-92224.38,511573.54
APP-00254,CO-00254,4,826640.32,8,-91013.1,465239.55
APP-00254,CO-00254,5,829120.24,8,-89793.72,418905.56
APP-00255,CO-00255,1,1909096.31,7,-110307.58,1411051.16
APP-00255,CO-00255,2,2125587.83,8,-97692.02,1359175.78
APP-00255,CO-00255,3,2366629.49,8,-80796.73,1307300.41
APP-00255,CO-00255,4,2635005.27,8,-58813.32,1255425.03
APP-00255,CO-00255,5,2933814.87,9,-30805.06,1203549.66
APP-00256,CO-00256,1,5426872.16,30,276227.79,2109519.81
APP-00256,CO-00256,2,6177408.58,31,387323.52,1980679.82
APP-00256,CO-00256,3,7031744.19,33,523864.94,1851839.83
APP-00256,CO-00256,4,8004234.41,34,690765.43,1722999.84
APP-00256,CO-00256,5,9111220.02,35,893810.68,1594159.85
APP-00257,CO-00257,1,3559992.72,23,-135564.52,2828085.66
APP-00257,CO-00257,2,3744400.34,24,-70993.83,2773487.63
APP-00257,CO-00257,3,3938360.28,26,630.14,2718889.6
APP-00257,CO-00257,4,4142367.34,27,79864.84,2664291.57
APP-00257,CO-00257,5,4356941.97,29,167306.57,2609693.54
APP-00258,CO-00258,1,1603141.64,17,-21097.34,411317.92
APP-00258,CO-00258,2,1708468.05,18,-12676.83,405299.93
APP-00258,CO-00258,3,1820714.4,19,-3058.8,399281.95
APP-00258,CO-00258,4,1940335.34,20,7877.76,393263.97
APP-00258,CO-00258,5,2067815.37,21,20264.59,387245.98
APP-00259,CO-00259,1,2125559.39,23,-26909.58,1122052.77
APP-00259,CO-00259,2,2357032.81,24,16216.39,1032018.98
APP-00259,CO-00259,3,2613713.68,25,69054.32,941985.19
APP-00259,CO-00259,4,2898347.1,26,133208.03,851951.4
APP-00259,CO-00259,5,3213977.1,28,210515.5,761917.61
APP-00260,CO-00260,1,701936.5,2,4773.17,53998.93
APP-00260,CO-00260,2,889213.16,2,13960.65,51586.8
APP-00260,CO-00260,3,1126455.23,2,27710.8,49174.66
APP-00260,CO-00260,4,1426993.49,3,47804.28,46762.52
APP-00260,CO-00260,5,1807715.35,3,76647.13,44350.38
APP-00261,CO-00261,1,1900257.59,11,11819.6,748713.98
APP-00261,CO-00261,2,2091043.45,12,25385.27,701753.26
APP-00261,CO-00261,3,2300984.21,13,41555.77,654792.54
APP-00261,CO-00261,4,2532003.02,13,60717.43,607831.82
APP-00261,CO-00261,5,2786216.13,14,83307.86,560871.1
APP-00262,CO-00262,1,1696801.68,8,-141784.75,360177.74
APP-00262,CO-00262,2,1714957.46,8,-143061.75,347454.36
APP-00262,CO-00262,3,1733307.5,8,-144349.85,334730.97
APP-00262,CO-00262,4,1751853.89,8,-145649.13,322007.58
APP-00262,CO-00262,5,1770598.73,8,-146959.69,309284.2
APP-00263,CO-00263,1,3145923.22,27,261489.14,199471.84
APP-00263,CO-00263,2,3580689.81,29,381128.62,182333.65
APP-00263,CO-00263,3,4075541.14,33,528842.22,165195.47
APP-00263,CO-00263,4,4638780.93,36,710104.58,148057.28
APP-00263,CO-00263,5,5279860.46,40,931367.38,130919.1
APP-00264,CO-00264,1,1306464.57,11,-95476.43,27421.76
APP-00264,CO-00264,2,1357286.04,11,-84097.44,25335.54
APP-00264,CO-00264,3,1410084.47,12,-71688.69,23249.33
APP-00264,CO-00264,4,1464936.76,12,-58187.29,21163.12
APP-00264,CO-00264,5,1521922.8,13,-43526.99,19076.9
APP-00265,CO-00265,1,3491430.92,22,-344185.26,1038665.42
APP-00265,CO-00265,2,3471529.76,23,-305355.76,946576.81
APP-00265,CO-00265,3,3451742.04,24,-266957.73,854488.21
APP-00265,CO-00265,4,3432067.11,25,-228987.52,762399.6
APP-00265,CO-00265,5,3412504.33,26,-191441.49,670310.99
APP-00266,CO-00266,1,6038193.37,28,-1464141.13,3312737.48
APP-00266,CO-00266,2,6043627.74,29,-1401275.53,3197275.73
APP-00266,CO-00266,3,6049067.01,29,-1338295.58,3081813.98
APP-00266,CO-00266,4,6054511.17,30,-1275201.14,2966352.23
APP-00266,CO-00266,5,6059960.23,30,-1211992.05,2850890.48
APP-00267,CO-00267,1,2794760.69,20,-200496.13,1096302.27
APP-00267,CO-00267,2,3051319.72,21,-181797.63,1057692.57
APP-00267,CO-00267,3,3331430.87,21,-157976.45,1019082.86
APP-00267,CO-00267,4,3637256.22,22,-128249.65,980473.16
APP-00267,CO-00267,5,3971156.34,22,-91733.71,941863.45
APP-00268,CO-00268,1,3587293.91,28,-165948.22,921410.68
APP-00268,CO-00268,2,4131127.66,32,-149629.44,906295.14
APP-00268,CO-00268,3,4757406.62,37,-124548.91,891179.61
APP-00268,CO-00268,4,5478629.46,42,-88425.08,876064.08
APP-00268,CO-00268,5,6309189.69,48,-38486.06,860948.54
APP-00269,CO-00269,1,2585454.9,15,-361653.43,2040822.53
APP-00269,CO-00269,2,2892606.94,16,-383443.98,1905185.58
APP-00269,CO-00269,3,3236248.65,18,-405307.78,1769548.62
APP-00269,CO-00269,4,3620714.99,19,-426954.71,1633911.67
APP-00269,CO-00269,5,4050855.93,21,-448024.67,1498274.71
APP-00270,CO-00270,1,2205936.53,24,-488879.65,1836662.46
APP-00270,CO-00270,2,2220495.71,23,-451071.5,1714677.92
APP-00270,CO-00270,3,2235150.98,21,-412742.98,1592693.39
APP-00270,CO-00270,4,2249902.98,20,-373888.88,1470708.85
APP-00270,CO-00270,5,2264752.34,19,-334503.92,1348724.32
APP-00271,CO-00271,1,1097434.88,7,10535.37,140167.8
APP-00271,CO-00271,2,1130906.64,7,35171.2,134588.6
APP-00271,CO-00271,3,1165399.3,7,61300.0,129009.41
APP-00271,CO-00271,4,1200943.98,7,88989.95,123430.21
APP-00271,CO-00271,5,1237572.77,7,118311.96,117851.02
APP-00272,CO-00272,1,3094930.67,17,-4518.6,1188586.6
APP-00272,CO-00272,2,3185302.65,16,27966.96,1156131.3
APP-00272,CO-00272,3,3278313.49,16,62353.52,1123676.01
APP-00272,CO-00272,4,3374040.24,15,98724.42,1091220.72
APP-00272,CO-00272,5,3472562.21,14,137166.21,1058765.42
APP-00273,CO-00273,1,1785554.45,23,122203.35,1135499.18
APP-00273,CO-00273,2,1603606.45,22,122804.18,1031532.81
APP-00273,CO-00273,3,1440198.96,21,122013.66,927566.44
APP-00273,CO-00273,4,1293442.68,20,120109.09,823600.07
APP-00273,CO-00273,5,1161640.87,19,117325.73,719633.7
APP-00274,CO-00274,1,18986464.88,104,5316.21,11598699.2
APP-00274,CO-00274,2,20283240.44,107,161454.59,10718432.98
APP-00274,CO-00274,3,21668585.76,110,338896.68,9838166.76
APP-00274,CO-00274,4,23148550.16,113,539824.19,8957900.54
APP-00274,CO-00274,5,24729596.14,116,766617.48,8077634.32
APP-00275,CO-00275,1,12790626.62,125,1407480.55,3477723.04
APP-00275,CO-00275,2,15480495.4,130,2092653.37,3143240.08
APP-00275,CO-00275,3,18736043.58,136,3003762.51,2808757.13
APP-00275,CO-00275,4,22676233.54,142,4205534.27,2474274.18
APP-00275,CO-00275,5,27445045.46,148,5779926.57,2139791.22
APP-00276,CO-00276,1,3344585.33,17,-89501.1,2265279.32
APP-00276,CO-00276,2,3470676.2,17,-46923.54,2229147.16
APP-00276,CO-00276,3,3601520.69,17,-1008.43,2193015.0
APP-00276,CO-00276,4,3737298.02,17,48435.38,2156882.84
APP-00276,CO-00276,5,3878194.16,17,101608.69,2120750.68
APP-00277,CO-00277,1,1022787.38,5,572.76,126112.96
APP-00277,CO-00277,2,1023912.45,5,4423.3,113831.87
APP-00277,CO-00277,3,1025038.75,4,8282.31,101550.79
APP-00277,CO-00277,4,1026166.29,4,12149.81,89269.7
APP-00277,CO-00277,5,1027295.08,4,16025.8,76988.61
APP-00278,CO-00278,1,740374.8,3,-46051.31,224040.78
APP-00278,CO-00278,2,760883.18,3,-33783.21,211362.08
APP-00278,CO-00278,3,781959.65,3,-20800.13,198683.39
APP-00278,CO-00278,4,803619.93,3,-7071.86,186004.69
APP-00278,CO-00278,5,825880.2,3,7432.92,173326.0
APP-00279,CO-00279,1,7501067.91,39,-998542.16,4658605.23
APP-00279,CO-00279,2,7802610.84,39,-947549.06,4368302.27
APP-00279,CO-00279,3,8116275.79,39,-890842.43,4077999.32
APP-00279,CO-00279,4,8442550.08,39,-828045.31,3787696.36
APP-00279,CO-00279,5,8781940.59,38,-758759.67,3497393.41
APP-00280,CO-00280,1,3276666.79,18,89125.34,1657568.27
APP-00280,CO-00280,2,3767511.47,20,108881.08,1599902.09
APP-00280,CO-00280,3,4331884.69,22,132555.67,1542235.9
APP-00280,CO-00280,4,4980801.02,23,160879.87,1484569.72
APP-00280,CO-00280,5,5726925.01,25,194715.45,1426903.54
APP-00281,CO-00281,1,3793259.35,30,932231.42,2740981.04
APP-00281,CO-00281,2,4062580.76,32,1053508.44,2653467.41
APP-00281,CO-00281,3,4351024.0,34,1187307.43,2565953.79
APP-00281,CO-00281,4,4659946.7,36,1334795.13,2478440.16
APP-00281,CO-00281,5,4990802.92,38,1497240.88,2390926.54
APP-00282,CO-00282,1,428262.63,2,19169.04,23364.77
APP-00282,CO-00282,2,479054.58,3,21854.47,22388.7
APP-00282,CO-00282,3,535870.45,3,24907.26,21412.64
APP-00282,CO-00282,4,599424.69,3,28376.76,20436.57
APP-00282,CO-00282,5,670516.46,4,32318.89,19460.5
APP-00283,CO-00283,1,5802763.65,59,25300.05,967572.64
APP-00283,CO-00283,2,6078394.92,60,95552.37,925911.47
APP-00283,CO-00283,3,6367118.68,60,172421.57,884250.29
APP-00283,CO-00283,4,6669556.82,60,256377.76,842589.12
APP-00283,CO-00283,5,6986360.77,61,347920.77,800927.95
APP-00284,CO-00284,1,3717640.45,20,162683.95,200989.75
APP-00284,CO-00284,2,4003898.76,22,251925.31,177264.32
APP-00284,CO-00284,3,4312198.97,25,353945.29,153538.89
APP-00284,CO-00284,4,4644238.29,28,470182.68,129813.47
APP-00284,CO-00284,5,5001844.63,31,602222.09,106088.04
APP-00285,CO-00285,1,756063.18,8,13790.59,130752.53
APP-00285,CO-00285,2,791900.57,9,23978.75,118098.32
APP-00285,CO-00285,3,829436.66,9,35101.76,105444.11
APP-00285,CO-00285,4,868751.96,9,47225.36,92789.9
APP-00285,CO-00285,5,909930.8,10,60419.4,80135.69
APP-00286,CO-00286,1,1538407.32,10,51690.49,29190.52
APP-00286,CO-00286,2,1730708.23,11,54690.38,25584.92
APP-00286,CO-00286,3,1947046.76,11,57632.58,21979.31
APP-00286,CO-00286,4,2190427.6,12,60455.8,18373.7
APP-00286,CO-00286,5,2464231.06,13,63084.32,14768.1
APP-00287,CO-00287,1,2893892.63,19,-88495.24,1304859.46
APP-00287,CO-00287,2,2935854.07,21,-45388.3,1215072.1
APP-00287,CO-00287,3,2978423.96,22,-1012.66,1125284.73
APP-00287,CO-00287,4,3021611.1,24,44659.41,1035497.37
APP-00287,CO-00287,5,3065424.46,25,91656.19,945710.01
APP-00288,CO-00288,1,2851326.33,14,-17507.14,1178495.76
APP-00288,CO-00288,2,3520532.62,15,36331.9,1176157.71
APP-00288,CO-00288,3,4346801.63,17,116407.35,1173819.66
APP-00288,CO-00288,4,5366995.97,18,232068.91,1171481.61
APP-00288,CO-00288,5,6626629.92,20,395609.81,1169143.56
APP-00289,CO-00289,1,1702530.59,12,-272881.6,982522.44
APP-00289,CO-00289,2,1771653.33,12,-242822.81,931289.53
APP-00289,CO-00289,3,1843582.46,12,-209873.43,880056.61
APP-00289,CO-00289,4,1918431.91,12,-173848.3,828823.7
APP-00289,CO-00289,5,1996320.24,12,-134551.98,777590.78
APP-00290,CO-00290,1,1751990.56,12,90647.99,686095.33
APP-00290,CO-00290,2,1553490.03,12,89916.0,625379.59
APP-00290,CO-00290,3,1377479.61,11,88186.24,564663.85
APP-00290,CO-00290,4,1221411.17,11,85694.21,503948.11
APP-00290,CO-00290,5,1083025.28,10,82634.83,443232.37
APP-00291,CO-00291,1,1862114.57,10,16312.12,35195.3
APP-00291,CO-00291,2,2035849.86,11,21417.14,31245.56
APP-00291,CO-00291,3,2225794.66,11,27332.76,27295.83
APP-00291,CO-00291,4,2433461.3,11,34165.8,23346.1
APP-00291,CO-00291,5,2660503.24,11,42035.95,19396.36
APP-00292,CO-00292,1,3124448.65,12,-39055.61,1562335.23
APP-00292,CO-00292,2,3824637.59,12,33656.81,1473955.97
APP-00292,CO-00292,3,4681738.87,13,140920.34,1385576.72
APP-00292,CO-00292,4,5730916.55,14,294569.11,1297197.47
APP-00292,CO-00292,5,7015214.95,15,510006.13,1208818.21
APP-00293,CO-00293,1,10056249.54,55,770107.59,639411.32
APP-00293,CO-00293,2,10595264.52,57,1014602.53,606013.05
APP-00293,CO-00293,3,11163170.69,60,1283094.84,572614.79
APP-00293,CO-00293,4,11761516.64,63,1577454.61,539216.52
APP-00293,CO-00293,5,12391933.94,66,1899683.47,505818.25
APP-00294,CO-00294,1,183821.17,1,-5996.25,129383.26
APP-00294,CO-00294,2,200806.25,1,-4405.69,119850.87
APP-00294,CO-00294,3,219360.75,1,-2470.0,110318.47
APP-00294,CO-00294,4,239629.68,1,-138.99,100786.08
APP-00294,CO-00294,5,261771.46,1,2643.89,91253.69
APP-00295,CO-00295,1,1835336.73,8,-20519.06,66022.9
APP-00295,CO-00295,2,1948026.4,8,14493.32,61032.06
APP-00295,CO-00295,3,2067635.23,9,53882.57,56041.21
APP-00295,CO-00295,4,2194588.03,9,98054.19,51050.36
APP-00295,CO-00295,5,2329335.73,9,147446.95,46059.52
APP-00296,CO-00296,1,2418240.77,28,-169325.22,1273405.23
APP-00296,CO-00296,2,2236872.72,27,-140117.71,1204773.46
APP-00296,CO-00296,3,2069107.26,27,-114338.87,1136141.68
APP-00296,CO-00296,4,1913924.22,26,-91638.69,1067509.91
APP-00296,CO-00296,5,1770379.9,25,-71700.39,998878.14
APP-00297,CO-00297,1,3516469.08,26,-545334.02,2506919.08
APP-00297,CO-00297,2,4197257.49,28,-548413.66,2502951.88
APP-00297,CO-00297,3,5009846.54,31,-532246.1,2498984.68
APP-00297,CO-00297,4,5979752.83,34,-489263.38,2495017.48
APP-00297,CO-00297,5,7137432.98,37,-409688.65,2491050.28
APP-00298,CO-00298,1,1625213.89,16,-108954.34,798566.79
APP-00298,CO-00298,2,1748405.1,17,-84762.68,762598.32
APP-00298,CO-00298,3,1880934.21,18,-56277.55,726629.85
APP-00298,CO-00298,4,2023509.02,19,-22987.06,690661.38
APP-00298,CO-00298,5,2176891.01,20,15673.62,654692.91
APP-00299,CO-00299,1,402293.66,2,22295.11,200044.32
APP-00299,CO-00299,2,427879.54,2,32963.84,178506.54
APP-00299,CO-00299,3,455092.68,2,44899.44,156968.76
APP-00299,CO-00299,4,484036.57,3,58219.92,135430.98
APP-00299,CO-00299,5,514821.3,3,73053.14,113893.2
APP-00300,CO-00300,1,3188527.89,18,-309606.06,1952697.29
APP-00300,CO-00300,2,3342214.94,19,-274730.07,1916296.8
APP-00300,CO-00300,3,3503309.7,20,-235772.74,1879896.31
APP-00300,CO-00300,4,3672169.22,21,-192421.67,1843495.82
APP-00300,CO-00300,5,3849167.78,22,-144343.79,1807095.33
APP-00301,CO-00301,1,14189053.49,82,1511417.98,1503842.61
APP-00301,CO-00301,2,16331600.57,87,2102530.26,1357758.06
APP-00301,CO-00301,3,18797672.25,92,2837696.6,1211673.51
APP-00301,CO-00301,4,21636120.76,98,3746943.39,1065588.96
APP-00301,CO-00301,5,24903175.0,103,4866080.39,919504.41
APP-00302,CO-00302,1,556844.65,2,-10034.34,296865.82
APP-00302,CO-00302,2,656018.68,2,-5930.41,287596.04
APP-00302,CO-00302,3,772855.6,3,-46.37,278326.25
APP-00302,CO-00302,4,910501.19,3,8121.67,269056.46
APP-00302,CO-00302,5,1072661.45,3,19200.64,259786.68
APP-00303,CO-00303,1,5336499.04,31,-817018.0,4271402.35
APP-00303,CO-00303,2,5478449.91,32,-815193.35,4182896.21
APP-00303,CO-00303,3,5624176.68,32,-812693.53,4094390.06
APP-00303,CO-00303,4,5773779.78,32,-809483.93,4005883.92
APP-00303,CO-00303,5,5927362.32,32,-805528.54,3917377.78
APP-00304,CO-00304,1,1856945.71,14,-268922.88,1430362.34
APP-00304,CO-00304,2,2185625.1,15,-296458.19,1399740.11
APP-00304,CO-00304,3,2572480.74,16,-325315.91,1369117.87
APP-00304,CO-00304,4,3027809.83,17,-355101.54,1338495.63
APP-00304,CO-00304,5,3563732.17,18,-385239.45,1307873.4
APP-00305,CO-00305,1,2286619.58,12,-182060.65,871851.62
APP-00305,CO-00305,2,2537004.42,13,-141158.93,853295.53
APP-00305,CO-00305,3,2814806.4,13,-89116.77,834739.43
APP-00305,CO-00305,4,3123027.7,13,-23984.85,816183.33
APP-00305,CO-00305,5,3464999.24,14,56479.49,797627.24
APP-00306,CO-00306,1,851988.15,4,-43741.07,250344.19
APP-00306,CO-00306,2,949370.4,4,-30645.68,240428.28
APP-00306,CO-00306,3,1057883.44,5,-13985.22,230512.37
APP-00306,CO-00306,4,1178799.51,5,6884.19,220596.46
APP-00306,CO-00306,5,1313536.3,5,32707.05,210680.55
APP-00307,CO-00307,1,1671876.41,10,72191.62,1030813.05
APP-00307,CO-00307,2,1782220.25,10,96703.27,931497.34
APP-00307,CO-00307,3,1899846.79,10,124135.99,832181.62
APP-00307,CO-00307,4,2025236.68,11,154768.59,732865.9
APP-00307,CO-00307,5,2158902.3,11,188903.95,633550.19
APP-00308,CO-00308,1,8096325.69,56,-658878.98,4110269.52
APP-00308,CO-00308,2,8152190.34,59,-626577.35,4000116.49
APP-00308,CO-00308,3,8208440.45,61,-593798.58,3889963.46
APP-00308,CO-00308,4,8265078.69,63,-560537.64,3779810.44
APP-00308,CO-00308,5,8322107.74,66,-526789.42,3669657.41
APP-00309,CO-00309,1,4463305.52,25,-109083.19,999206.08
APP-00309,CO-00309,2,5076563.7,27,-41018.63,980911.41
APP-00309,CO-00309,3,5774083.55,29,47809.41,962616.75
APP-00309,CO-00309,4,6567442.63,31,161821.79,944322.09
APP-00309,CO-00309,5,7469809.25,32,306262.18,926027.42
APP-00310,CO-00310,1,14140692.4,78,-786505.31,2119625.68
APP-00310,CO-00310,2,16140186.31,80,-665621.28,2007925.51
APP-00310,CO-00310,3,18422408.65,82,-494825.9,1896225.33
APP-00310,CO-00310,4,21027337.23,85,-262421.17,1784525.16
APP-00310,CO-00310,5,24000602.72,87,45601.15,1672824.99
APP-00311,CO-00311,1,7676886.14,59,443263.41,1177964.78
APP-00311,CO-00311,2,8285663.21,62,588116.37,1087609.67
APP-00311,CO-00311,3,8942716.3,65,753155.57,997254.56
APP-00311,CO-00311,4,9651873.71,69,940671.61,906899.45
APP-00311,CO-00311,5,10417267.29,72,1153191.49,816544.35
APP-00312,CO-00312,1,3444873.33,16,298532.72,1421052.66
APP-00312,CO-00312,2,3491034.63,15,370817.7,1322490.44
APP-00312,CO-00312,3,3537814.5,15,444986.31,1223928.22
APP-00312,CO-00312,4,3585221.21,14,521076.05,1125366.0
APP-00312,CO-00312,5,3633263.18,14,599125.1,1026803.77
APP-00313,CO-00313,1,12651554.12,112,-764406.9,2069084.35
APP-00313,CO-00313,2,12770478.73,112,-686285.53,1904460.02
APP-00313,CO-00313,3,12890521.23,112,-606627.93,1739835.69
APP-00313,CO-00313,4,13011692.13,112,-525412.13,1575211.36
APP-00313,CO-00313,5,13134002.03,112,-442615.87,1410587.03
APP-00314,CO-00314,1,3756919.7,43,271475.02,122421.38
APP-00314,CO-00314,2,4152523.34,46,356369.55,114529.61
APP-00314,CO-00314,3,4589784.05,49,456132.74,106637.85
APP-00314,CO-00314,4,5073088.31,53,572954.59,98746.08
APP-00314,CO-00314,5,5607284.51,57,709321.49,90854.32
APP-00315,CO-00315,1,5452548.98,28,-464120.97,330368.83
APP-00315,CO-00315,2,5928011.25,29,-454915.58,317483.05
APP-00315,CO-00315,3,6444933.83,31,-440575.68,304597.28
APP-00315,CO-00315,4,7006932.06,33,-420275.78,291711.5
APP-00315,CO-00315,5,7617936.54,35,-393085.53,278825.72
APP-00316,CO-00316,1,1867396.26,8,58710.94,1394359.69
APP-00316,CO-00316,2,2140783.07,8,83019.57,1347461.14
APP-00316,CO-00316,3,2454193.72,9,113187.41,1300562.6
APP-00316,CO-00316,4,2813487.68,10,150409.05,1253664.06
APP-00316,CO-00316,5,3225382.27,11,196103.24,1206765.52
APP-00317,CO-00317,1,2631081.71,14,-125765.71,198114.3
APP-00317,CO-00317,2,2955757.19,15,-120594.89,190468.24
APP-00317,CO-00317,3,3320497.63,17,-112232.82,182822.19
APP-00317,CO-00317,4,3730247.03,18,-99970.62,175176.13
APP-00317,CO-00317,5,4190559.52,20,-82973.08,167530.08
APP-00318,CO-00318,1,1174863.73,8,-111424.08,93286.39
APP-00318,CO-00318,2,1265210.75,8,-94359.42,90504.24
APP-00318,CO-00318,3,1362505.46,9,-74011.3,87722.1
APP-00318,CO-00318,4,1467282.13,10,-49975.63,84939.95
APP-00318,CO-00318,5,1580116.12,10,-21805.6,82157.81
APP-00319,CO-00319,1,6179535.96,26,-1030993.78,2381852.25
APP-00319,CO-00319,2,6478007.55,26,-1051898.87,2172312.28
APP-00319,CO-00319,3,6790895.31,26,-1072418.19,1962772.3
APP-00319,CO-00319,4,7118895.55,25,-1092465.71,1753232.33
APP-00319,CO-00319,5,7462738.21,25,-1111947.99,1543692.35
APP-00320,CO-00320,1,741590.08,4,93633.16,161934.69
APP-00320,CO-00320,2,815378.29,5,110336.99,156636.76
APP-00320,CO-00320,3,896508.43,5,129437.89,151338.83
APP-00320,CO-00320,4,985711.02,6,151247.5,146040.9
APP-00320,CO-00320,5,1083789.27,6,176115.76,140742.97
APP-00321,CO-00321,1,5624720.87,37,-1327546.62,4166385.46
APP-00321,CO-00321,2,6602859.83,41,-1470060.71,3947102.01
APP-00321,CO-00321,3,7751097.16,44,-1621994.59,3727818.57
APP-00321,CO-00321,4,9099012.95,49,-1782314.66,3508535.12
APP-00321,CO-00321,5,10681331.3,53,-1949342.96,3289251.68
APP-00322,CO-00322,1,1905999.74,10,-132810.06,1459747.78
APP-00322,CO-00322,2,2006064.73,11,-117073.94,1349029.96
APP-00322,CO-00322,3,2111383.13,12,-99319.46,1238312.13
APP-00322,CO-00322,4,2222230.74,12,-79378.08,1127594.31
APP-00322,CO-00322,5,2338897.85,13,-57069.11,1016876.48
APP-00323,CO-00323,1,8509104.28,52,155716.61,2699716.54
APP-00323,CO-00323,2,10242408.82,56,400478.19,2597153.09
APP-00323,CO-00323,3,12328787.5,61,738494.37,2494589.65
APP-00323,CO-00323,4,14840161.52,66,1197601.03,2392026.2
APP-00323,CO-00323,5,17863102.42,72,1813104.9,2289462.75
APP-00324,CO-00324,1,5387260.62,31,-392408.06,1968422.32
APP-00324,CO-00324,2,6250838.5,34,-333669.76,1906371.04
APP-00324,CO-00324,3,7252847.91,38,-246016.6,1844319.77
APP-00324,CO-00324,4,8415479.43,42,-121687.83,1782268.5
APP-00324,CO-00324,5,9764480.79,47,48822.4,1720217.23
APP-00325,CO-00325,1,15388442.82,63,-716485.9,4955905.64
APP-00325,CO-00325,2,17498198.33,66,-565541.77,4920064.9
APP-00325,CO-00325,3,19897201.32,70,-359741.4,4884224.16
APP-00325,CO-00325,4,22625107.63,73,-86880.41,4848383.42
APP-00325,CO-00325,5,25727009.88,77,267560.9,4812542.68
APP-00326,CO-00326,1,4584297.55,39,-470257.24,243184.19
APP-00326,CO-00326,2,4618221.35,39,-431157.15,235103.51
APP-00326,CO-00326,3,4652396.19,40,-391452.62,227022.84
APP-00326,CO-00326,4,4686823.92,40,-351136.85,218942.16
APP-00326,CO-00326,5,4721506.42,40,-310202.97,210861.48
APP-00327,CO-00327,1,563237.64,5,-67351.96,124078.43
APP-00327,CO-00327,2,697288.2,5,-82112.66,115151.08
APP-00327,CO-00327,3,863242.8,6,-100084.37,106223.74
APP-00327,CO-00327,4,1068694.58,7,-121959.43,97296.39
APP-00327,CO-00327,5,1323043.89,8,-148577.83,88369.04
APP-00328,CO-00328,1,2286490.89,14,-105818.8,271094.83
APP-00328,CO-00328,2,2551037.89,15,-99898.64,267396.11
APP-00328,CO-00328,3,2846192.97,15,-91192.02,263697.39
APP-00328,CO-00328,4,3175497.5,16,-79133.4,259998.67
APP-00328,CO-00328,5,3542902.56,16,-63063.67,256299.94
APP-00329,CO-00329,1,727744.59,4,-27537.86,74554.65
APP-00329,CO-00329,2,780287.75,4,-16838.61,70915.51
APP-00329,CO-00329,3,836624.52,4,-4450.84,67276.37
APP-00329,CO-00329,4,897028.81,4,9813.5,63637.23
APP-00329,CO-00329,5,961794.29,5,26160.8,59998.1
APP-00330,CO-00330,1,1487579.26,6,-50964.47,684770.57
APP-00330,CO-00330,2,1695691.6,7,-50226.39,662746.86
APP-00330,CO-00330,3,1932918.85,7,-48284.31,640723.15
APP-00330,CO-00330,4,2203334.2,8,-44815.82,618699.44
APP-00330,CO-00330,5,2511580.65,8,-39431.82,596675.73
