application_id,company_id,company_name,industry,region,company_type,requested_amount,term_months,annual_revenue,years_in_business,existing_debt,num_recent_loans,late_payment_ratio,suspicious_transfer_ratio,collateral_ratio,employees,country_risk_score,free_cash_flow,monthly_burn_rate,cash_flow_to_revenue_ratio,expected_runway_months,forecast_revenue_cagr,forecast_employee_cagr,forecast_fcf_margin_year5,planned_debt_reduction_pct,forecast_plan_confidence_score,current_ratio,quick_ratio,receivables_days,payables_days,inventory_days,financial_statements_uploaded,bank_statements_uploaded,tax_return_uploaded,ownership_docs_uploaded,forecast_support_uploaded,document_edit_count,late_stage_change_count,process_deviation_score,email_domain_age_months,website_age_months,bank_account_age_months,location_mismatch_score,duplicate_contact_score,related_party_exposure_score,counterparty_concentration_score,shared_identifier_score,narrative_contradiction_score,debt_to_revenue_ratio,request_to_revenue_ratio,loan_velocity_score,payment_stress_score,collateral_gap_ratio,external_financing_pressure,financial_distress_score,transaction_anomaly_score,company_scale_mismatch_score,governance_complexity_score,cash_flow_pressure_score,runway_risk_score,cash_conversion_risk_score,forecast_plan_aggressiveness_score,forecast_execution_risk_score,forecast_hiring_efficiency_risk_score,forecast_debt_service_risk_score,cash_conversion_cycle_days,document_completeness_score,document_quality_risk_score,process_integrity_risk_score,identity_verification_risk_score,working_capital_pressure_score,financial_statement_anomaly_score,related_party_network_risk_score,narrative_consistency_risk_score,is_fraud
APP-00192,CO-00192,Company 00192,Wholesale,Western Europe,Sole Proprietorship,145566.31,18,1831197.69,18.4,124464.63,2,0.112,0.13,0.39,9,0.277,-160339.46,16156.01,-0.0876,6.9,0.1242,0.0622,-0.0214,0.0152,0.3072,2.7194,2.095,75.4,48.4,82.0,0,1,1,1,1,3,1,0.5555,193.0,160.0,147.0,0.1932,0.1566,0.1797,0.85,0.0581,0.3963,0.068,0.0795,0.3333,0.0861,0.61,0.1597,0.2085,0.1688,0.2901,0.1886,0.1843,0.425,0.4658,0.0968,0.3739,0.0,0.0022,109.0,0.8,0.2793,0.395,0.0543,0.1281,0.1478,0.3454,0.3963,0
APP-00193,CO-00193,Company 00193,Healthcare,Middle East,Corporation,653872.69,60,1493768.5,10.8,1326107.88,1,0.38,0.163,0.423,12,0.41,-180751.05,15727.04,-0.121,12.3,0.094,0.0006,-0.0637,0.06,0.5753,0.5715,0.4502,80.5,101.4,19.0,1,0,0,1,1,3,2,0.5191,127.0,127.0,92.0,0.3553,0.0587,0.3593,0.151,0.0464,0.2223,0.8878,0.4377,0.1667,0.5286,0.577,0.7415,0.5892,0.2438,0.45,0.379,0.229,0.0,0.7076,0.0738,0.2877,0.0298,0.0276,-1.9,0.6,0.4057,0.4486,0.0769,0.3333,0.2061,0.199,0.2223,1
APP-00194,CO-00194,Company 00194,Retail,APAC,LLC,2527643.54,36,9449234.51,9.6,3823641.44,1,0.527,0.02,0.197,44,0.35,-691306.1,75799.99,-0.0732,22.3,0.1314,0.122,-0.081,0.1678,0.4288,0.3427,0.15,95.0,105.7,68.7,1,1,1,1,1,5,1,0.4595,95.0,67.0,80.0,0.243,0.0471,0.2557,0.6791,0.048,0.3429,0.4047,0.2675,0.1667,0.4355,0.803,0.4188,0.4991,0.1856,0.6158,0.105,0.164,0.0,0.5506,0.0571,0.2719,0.0,0.0417,58.0,1.0,0.2422,0.4018,0.0533,0.5018,0.2285,0.3072,0.3429,1
APP-00195,CO-00195,Company 00195,Healthcare,North America,LLC,372757.86,36,724295.2,5.9,542534.53,0,0.138,0.062,0.555,3,0.555,-128436.49,11662.13,-0.1773,11.7,0.0003,-0.0022,-0.0857,0.442,0.57,0.3316,0.245,66.5,70.2,54.4,1,1,1,1,1,0,0,0.1245,60.0,67.0,53.0,0.1371,0.072,0.4517,0.1665,0.1183,0.131,0.7491,0.5146,0.0,0.3456,0.445,0.7295,0.4542,0.145,0.6583,0.1358,0.346,0.025,0.7709,0.0812,0.3121,0.0,0.2153,50.7,1.0,0.0125,0.056,0.0346,0.4096,0.0782,0.2438,0.131,1
APP-00196,CO-00196,Company 00196,Retail,Western Europe,Corporation,315467.13,24,895621.33,27.6,364671.52,3,0.079,0.312,0.414,3,0.104,-47907.16,5216.19,-0.0535,4.6,0.0706,0.0299,0.0493,0.0,0.3067,0.8532,0.4797,66.5,56.3,71.6,1,1,1,1,0,5,0,0.5502,240.0,240.0,180.0,0.2878,0.0929,0.0925,0.1823,0.153,0.2732,0.4072,0.3522,0.5,0.19,0.586,0.5558,0.3339,0.253,0.7237,0.0331,0.1193,0.6167,0.4136,0.1122,0.4046,0.0,0.0,81.8,0.8,0.3013,0.3726,0.0668,0.2659,0.1302,0.1565,0.2732,1
APP-00197,CO-00197,Company 00197,Wholesale,North America,Corporation,241584.65,36,4169583.86,4.7,3718205.97,3,0.03,0.159,0.479,20,0.175,-780735.3,68537.24,-0.1872,4.3,0.0367,0.0366,-0.089,0.0,0.1581,0.25,0.15,81.7,82.7,109.9,1,1,1,1,0,1,2,0.3359,59.0,46.0,42.0,0.0533,0.0467,0.1809,0.3482,0.3216,0.3648,0.8917,0.0579,0.5,0.3375,0.521,0.4974,0.4878,0.1697,0.263,0.0438,0.3566,0.6417,0.7681,0.1251,0.5325,0.0,0.0,108.9,0.8,0.2348,0.3162,0.0153,0.5936,0.1983,0.2641,0.3648,1
APP-00198,CO-00198,Company 00198,Healthcare,Latin America,Corporation,177714.74,36,1476809.95,3.0,428477.81,2,0.197,0.363,0.699,12,0.454,-144554.0,13860.72,-0.0979,8.4,0.172,0.0893,-0.0555,0.2033,0.3501,1.3222,1.0335,78.3,50.6,35.4,1,0,1,0,0,8,3,1.0,63.0,37.0,30.0,0.2949,0.0622,0.3306,0.6409,0.0713,0.3837,0.2901,0.1203,0.3333,0.2128,0.301,0.2846,0.244,0.3405,0.1333,0.3856,0.1986,0.3,0.537,0.0841,0.3537,0.006,0.0469,63.1,0.4,0.74,0.86,0.0652,0.0397,0.2322,0.3621,0.3837,1
APP-00199,CO-00199,Company 00199,Construction,North America,Partnership,316043.94,36,2180093.08,4.0,879393.97,2,0.123,0.002,0.719,15,0.244,-268689.51,24743.73,-0.1232,16.1,0.0766,0.0249,-0.0848,0.2492,0.4988,0.25,0.15,75.5,48.5,17.4,1,1,1,0,1,1,0,0.1294,34.0,16.0,48.0,0.5664,0.3062,0.259,0.4207,0.1046,0.1711,0.4034,0.145,0.3333,0.2129,0.281,0.3514,0.2671,0.0956,0.1896,0.1346,0.2429,0.0,0.6029,0.0661,0.2741,0.0,0.0745,44.4,0.8,0.1342,0.0832,0.1661,0.4762,0.1442,0.2432,0.1711,1
APP-00200,CO-00200,Company 00200,Logistics,Eastern Europe,Partnership,1000453.35,36,1860874.51,12.8,1350518.03,6,0.236,0.038,0.74,10,0.361,-102664.71,12271.82,-0.0552,9.4,0.0921,0.0755,0.0394,0.0917,0.4299,1.2454,0.9413,84.9,71.1,21.3,1,1,1,1,1,1,2,0.3915,144.0,132.0,111.0,0.1597,0.0969,0.152,0.4185,0.1315,0.3253,0.7257,0.5376,1.0,0.3911,0.26,0.9387,0.4228,0.2222,0.5567,0.4522,0.1321,0.2167,0.4883,0.0964,0.3132,0.0,0.0312,35.1,1.0,0.1504,0.3412,0.0416,0.0644,0.1527,0.2154,0.3253,1
APP-00201,CO-00201,Company 00201,Wholesale,APAC,Corporation,465405.02,36,3071186.57,7.1,1043007.52,1,0.107,0.023,0.649,24,0.271,-582015.03,49934.64,-0.1895,9.0,0.0567,0.0309,-0.066,0.3279,0.3766,1.2595,0.849,61.5,69.9,55.6,1,1,1,1,0,4,2,0.6069,91.0,71.0,72.0,0.0676,0.0593,0.0513,0.2797,0.0343,0.2954,0.3396,0.1515,0.1667,0.1811,0.351,0.2972,0.2543,0.0914,0.1745,0.0581,0.3551,0.25,0.7134,0.1138,0.3929,0.0,0.1147,47.2,0.8,0.3557,0.5131,0.0194,0.0378,0.1253,0.1127,0.2954,0
APP-00202,CO-00202,Company 00202,Healthcare,Western Europe,LLC,2713028.77,48,8952844.5,6.4,3212746.84,0,0.11,0.166,0.76,55,0.271,-404541.95,43883.34,-0.0452,36.4,0.1998,0.0844,0.012,0.3198,0.595,1.088,0.8124,52.9,52.7,45.1,0,1,1,1,1,3,1,0.4157,79.0,63.0,45.0,0.1089,0.0231,0.1296,0.1883,0.0331,0.1687,0.3589,0.303,0.0,0.1897,0.24,0.3957,0.2353,0.154,0.4871,0.0932,0.1005,0.0,0.3919,0.1016,0.2145,0.0787,0.0611,45.3,0.8,0.2653,0.3321,0.0241,0.0749,0.1185,0.1267,0.1687,0
APP-00203,CO-00203,Company 00203,Manufacturing,Middle East,LLC,1241390.88,36,2399053.65,4.8,2267550.85,3,0.225,0.059,0.236,20,0.296,-342371.12,32653.67,-0.1427,14.4,0.0699,0.0208,-0.1362,0.2479,0.4282,0.8998,0.5941,62.4,85.5,70.9,1,0,1,1,1,2,2,0.3324,52.0,57.0,40.0,0.1363,0.0468,0.2356,0.3711,0.0506,0.1793,0.9452,0.5175,0.5,0.464,0.764,0.8734,0.5973,0.1718,0.45,0.3969,0.2885,0.0,0.7415,0.0599,0.3207,0.0,0.1285,47.8,0.8,0.2657,0.3396,0.0319,0.1765,0.0942,0.2123,0.1793,1
APP-00204,CO-00204,Company 00204,Construction,North America,Corporation,2246145.96,60,4172136.42,6.1,2239275.35,4,0.217,0.066,0.775,23,0.035,-183229.71,20635.94,-0.0439,49.6,0.1326,0.0891,0.0723,0.2675,0.5435,0.6846,0.4122,92.4,45.0,51.9,1,1,1,1,1,1,1,0.3143,45.0,40.0,46.0,0.0148,0.2257,0.4313,0.5277,0.381,0.152,0.5367,0.5384,0.6667,0.3126,0.225,0.7948,0.3315,0.1516,0.5452,0.0228,0.1005,0.0,0.4316,0.0941,0.2321,0.0,0.0677,99.3,1.0,0.1027,0.2364,0.0255,0.4262,0.2205,0.4111,0.152,1
APP-00205,CO-00205,Company 00205,Retail,APAC,LLC,45280.85,12,282046.69,4.5,186467.78,1,0.159,0.072,0.383,2,0.387,18508.03,373.0,0.0656,60.0,0.0909,0.0802,0.1488,0.4685,0.7163,0.9361,0.4388,65.6,74.9,67.2,1,0,1,0,0,0,1,0.4594,75.0,85.0,48.0,0.1085,0.0315,0.3208,0.1974,0.0699,0.1055,0.6611,0.1605,0.1667,0.3255,0.617,0.4369,0.4662,0.1461,0.2038,0.1106,0.0204,0.0,0.1513,0.063,0.1166,0.0,0.1146,57.9,0.4,0.3559,0.2767,0.0248,0.2078,0.1129,0.1962,0.1175,0
APP-00206,CO-00206,Company 00206,Retail,Middle East,Partnership,135765.24,12,2087090.6,10.2,1290698.32,0,0.339,0.116,0.789,23,0.506,-263437.26,25976.93,-0.1262,1.0,0.1046,0.0648,-0.0578,0.0092,0.2946,0.9708,0.6118,86.7,104.3,97.2,0,1,1,1,1,1,4,0.5013,87.0,150.0,105.0,0.2669,0.0228,0.3991,0.1846,0.0587,0.2802,0.6184,0.065,0.0,0.4091,0.211,0.3079,0.3921,0.2075,0.0531,0.4739,0.2615,0.9167,0.6794,0.099,0.5289,0.0,0.0036,79.6,0.8,0.3314,0.5306,0.0557,0.2494,0.2126,0.2213,0.2802,1
APP-00207,CO-00207,Company 00207,Wholesale,Western Europe,Corporation,111585.95,24,942951.12,5.5,744902.59,1,0.149,0.019,0.353,4,0.264,-51684.75,5241.33,-0.0548,39.3,0.0015,-0.0363,0.0631,0.4233,0.4787,0.8322,0.15,60.1,64.8,52.6,1,1,1,1,1,0,0,0.0459,41.0,45.0,47.0,0.0899,0.0267,0.0586,0.3419,0.0177,0.2681,0.79,0.1183,0.1667,0.3663,0.647,0.4554,0.5243,0.0965,0.4511,0.0571,0.1159,0.0,0.4787,0.1013,0.2594,0.0,0.1489,47.9,1.0,0.0046,0.0207,0.0207,0.3044,0.0709,0.1294,0.2681,1
APP-00208,CO-00208,Company 00208,Wholesale,North America,LLC,46827.3,18,647702.61,4.1,532085.98,0,0.126,0.026,0.941,3,0.342,-63607.39,5518.86,-0.0982,2.2,0.1039,0.0803,-0.0143,0.0151,0.2881,0.5906,0.15,90.9,84.9,66.4,1,1,1,1,0,3,1,0.3043,61.0,60.0,39.0,0.1401,0.0288,0.3577,0.3707,0.0583,0.3971,0.8215,0.0723,0.0,0.365,0.059,0.3974,0.3845,0.0908,0.3084,0.1038,0.1855,0.8167,0.5911,0.1062,0.4906,0.0,0.0062,72.4,0.8,0.2542,0.2819,0.0309,0.4554,0.2335,0.2536,0.3971,1
APP-00209,CO-00209,Company 00209,Construction,Western Europe,Partnership,127039.42,36,910589.65,12.2,495204.33,1,0.025,0.078,0.495,7,0.029,-60730.58,6839.5,-0.0667,1.3,0.093,0.0713,0.0253,0.1534,0.3751,1.0826,0.6088,49.3,63.6,41.5,0,1,0,1,1,4,1,0.4379,125.0,107.0,95.0,0.0259,0.0482,0.1491,0.4436,0.1029,0.3521,0.5438,0.1395,0.1667,0.2095,0.505,0.3714,0.3564,0.0689,0.1633,0.1024,0.1526,0.8917,0.4547,0.1008,0.4523,0.0,0.0444,27.2,0.6,0.3888,0.3671,0.01,0.1271,0.1299,0.2188,0.3521,1
APP-00210,CO-00210,Company 00210,Healthcare,Latin America,Corporation,517686.28,24,1568886.29,3.0,461153.97,1,0.171,0.106,0.773,15,0.557,-10272.51,1469.77,-0.0065,60.0,0.0352,0.0195,0.0734,0.149,0.5527,1.7988,1.6017,74.6,68.6,12.9,1,1,1,0,1,0,0,0.3339,33.0,11.0,27.0,0.2501,0.0179,0.1911,0.1667,0.0471,0.1793,0.2939,0.33,0.1667,0.1999,0.227,0.4243,0.2205,0.1927,0.3106,0.401,0.0181,0.0,0.295,0.078,0.1905,0.0,0.0171,18.9,0.8,0.1234,0.1503,0.1296,0.024,0.0845,0.1393,0.1793,1
APP-00211,CO-00211,Company 00211,Retail,North America,LLC,2767337.76,12,5476093.51,7.1,225638.22,1,0.109,0.033,0.492,28,0.3,-991295.38,92074.97,-0.181,13.1,0.0474,-0.002,-0.1174,0.3161,0.3658,1.6474,1.0923,72.8,54.2,24.7,1,1,1,1,1,1,1,0.1568,58.0,90.0,53.0,0.0571,0.0275,0.2603,0.4406,0.0676,0.4531,0.0412,0.5053,0.1667,0.0748,0.508,0.4638,0.1712,0.1016,0.5782,0.0975,0.359,0.0,0.6762,0.0899,0.3274,0.0,0.0783,43.3,1.0,0.0869,0.1656,0.0142,0.0195,0.0819,0.2435,0.4531,1
APP-00212,CO-00212,Company 00212,Wholesale,APAC,Corporation,182624.33,24,581640.18,1.1,343979.11,0,0.047,0.292,0.327,5,0.115,-45753.79,4148.78,-0.0787,3.4,0.2339,0.1902,-0.03,0.3059,0.15,1.2019,0.6615,52.2,64.4,95.8,1,1,1,0,0,3,1,0.5581,9.0,0.0,0.0,0.1427,0.0653,0.0806,0.3871,0.0598,0.5789,0.5914,0.314,0.0,0.2388,0.673,0.5004,0.5185,0.1872,0.3287,0.1614,0.1533,0.7167,0.4961,0.1532,0.491,0.0,0.0938,83.6,0.6,0.3696,0.3961,0.5476,0.1338,0.1624,0.1885,0.5789,1
APP-00213,CO-00213,Company 00213,Logistics,Latin America,Corporation,811717.58,36,2259448.9,2.1,1779736.3,0,0.257,0.045,0.521,13,0.096,-153973.77,13666.08,-0.0681,7.2,0.0937,0.0931,-0.0337,0.2167,0.1514,0.6968,0.4783,65.9,70.7,23.0,1,0,1,1,0,5,2,0.5724,46.0,31.0,0.0,0.0231,0.0204,0.0346,0.3006,0.0203,0.4492,0.7877,0.3593,0.0,0.4249,0.479,0.6183,0.5533,0.0905,0.5253,0.3919,0.1308,0.4,0.5339,0.0992,0.4179,0.0,0.0782,18.2,0.6,0.4735,0.5226,0.2567,0.2585,0.1445,0.1119,0.4492,1
APP-00214,CO-00214,Company 00214,Healthcare,APAC,Corporation,193027.18,48,1350290.84,5.1,592780.41,1,0.218,0.042,0.332,6,0.152,-110046.7,10458.74,-0.0815,1.3,0.0808,0.1009,0.0102,0.0596,0.1913,1.2425,1.0847,67.3,56.4,28.3,1,0,1,0,1,2,2,0.4795,33.0,84.0,26.0,0.0851,0.1167,0.0866,0.1488,0.0456,0.5379,0.439,0.143,0.1667,0.2779,0.668,0.3311,0.4023,0.1062,0.473,0.0403,0.1643,0.8917,0.5172,0.1191,0.511,0.0,0.0155,39.2,0.6,0.3704,0.4058,0.0287,0.0057,0.1218,0.0905,0.5379,1
APP-00215,CO-00215,Company 00215,Logistics,Western Europe,LLC,707879.41,36,1579038.86,4.4,273452.76,1,0.431,0.011,0.325,13,0.343,-77479.25,9370.61,-0.0491,30.0,0.116,0.0753,-0.0318,0.3618,0.4596,0.8916,0.7001,99.6,92.2,43.9,0,1,1,1,1,4,0,0.346,59.0,59.0,22.0,0.1727,0.0722,0.1738,0.94,0.0362,0.1442,0.1732,0.4483,0.1667,0.2994,0.675,0.4714,0.3478,0.1604,0.45,0.104,0.1185,0.0,0.4404,0.0612,0.2396,0.0,0.0498,51.3,0.8,0.2496,0.2557,0.0418,0.2386,0.2092,0.353,0.1442,1
APP-00216,CO-00216,Company 00216,Software,Western Europe,Corporation,2120842.77,72,5972987.78,4.4,1719720.71,1,0.336,0.063,0.52,48,0.142,-648179.99,56392.1,-0.1085,21.1,0.1346,0.1081,0.0022,0.4271,0.4838,1.4558,1.4975,76.6,49.1,0.0,1,1,0,1,1,1,1,0.2213,71.0,52.0,31.0,0.0312,0.1171,0.4047,0.6403,0.058,0.307,0.2879,0.3551,0.1667,0.2884,0.48,0.4424,0.3226,0.1398,0.3977,0.0388,0.2053,0.0,0.5911,0.0978,0.2852,0.0,0.1,27.5,0.8,0.1834,0.1946,0.018,0.029,0.1566,0.3545,0.307,1
APP-00217,CO-00217,Company 00217,Software,North America,Corporation,1804192.87,24,3753185.25,10.9,1855160.83,2,0.007,0.077,0.867,42,0.219,102180.54,2976.36,0.0272,60.0,0.178,0.1442,0.0887,0.2144,0.6948,1.6874,1.436,28.0,54.4,6.1,1,1,1,1,1,0,1,0.3695,95.0,87.0,85.0,0.1349,0.035,0.0917,0.2745,0.0374,0.0584,0.4943,0.4807,0.3333,0.1818,0.133,0.6635,0.2385,0.1099,0.3866,0.0503,0.0122,0.0,0.2008,0.0561,0.1309,0.0,0.0388,-20.3,1.0,0.077,0.2363,0.0305,0.0,0.0559,0.1315,0.0584,0
APP-00218,CO-00218,Company 00218,Software,North America,LLC,4373012.61,36,8346877.77,11.3,6661756.11,1,0.163,0.032,0.297,65,0.307,667413.4,6858.37,0.08,60.0,0.1435,0.0696,0.1586,0.2514,0.6973,1.8379,1.8694,36.1,68.3,19.9,1,0,1,1,1,1,1,0.2178,126.0,91.0,112.0,0.0832,0.1229,0.122,0.2949,0.1275,0.0037,0.7981,0.5239,0.1667,0.377,0.703,0.7906,0.5451,0.1129,0.45,0.0986,0.0127,0.0,0.132,0.063,0.1156,0.0,0.0723,-12.3,0.8,0.183,0.193,0.0289,0.0,0.0663,0.1662,0.0754,1
APP-00219,CO-00219,Company 00219,Software,North America,LLC,408241.1,24,1877580.09,8.1,337458.27,1,0.314,0.087,0.811,11,0.237,66208.53,937.37,0.0353,60.0,0.1885,0.0924,0.0376,0.3618,0.6961,1.1413,0.8492,59.3,59.9,13.4,1,1,1,1,1,1,1,0.1542,92.0,78.0,64.0,0.2666,0.0632,0.2975,0.1922,0.0215,0.0179,0.1797,0.2174,0.1667,0.2374,0.189,0.2852,0.1998,0.1629,0.4007,0.088,0.0077,0.0,0.1994,0.0479,0.1274,0.0358,0.0246,12.8,1.0,0.0867,0.1644,0.0596,0.0524,0.0441,0.1759,0.0537,0
APP-00220,CO-00220,Company 00220,Logistics,North America,Corporation,94175.75,60,1092585.42,2.9,643859.91,1,0.121,0.027,0.788,10,0.198,-144823.11,12609.76,-0.1326,8.6,0.108,0.0462,-0.0707,0.2659,0.3915,0.5814,0.15,45.6,82.2,13.4,1,1,1,0,1,0,4,0.4557,46.0,19.0,40.0,0.0524,0.0421,0.0429,0.6197,0.0319,0.331,0.5893,0.0862,0.1667,0.2787,0.212,0.3465,0.3309,0.0854,0.0848,0.0539,0.251,0.2833,0.6502,0.0866,0.3712,0.0,0.0982,-23.2,0.8,0.2956,0.4851,0.0147,0.3671,0.1485,0.2116,0.331,0
APP-00221,CO-00221,Company 00221,Manufacturing,Latin America,LLC,271917.41,24,1751776.87,6.1,1262387.89,3,0.127,0.057,0.859,7,0.626,-349233.52,32470.85,-0.1994,5.1,0.1902,0.1648,-0.1566,0.0208,0.1659,0.8699,0.7655,78.7,70.2,66.9,1,0,0,1,1,3,3,0.5937,56.0,68.0,69.0,0.1285,0.1591,0.3369,0.0915,0.054,0.4809,0.7206,0.1552,0.5,0.3293,0.141,0.5237,0.3637,0.2006,0.5699,0.4464,0.3956,0.575,0.7652,0.1103,0.5117,0.0,0.0106,75.4,0.6,0.4531,0.5522,0.0416,0.2075,0.2428,0.1646,0.4809,1
APP-00222,CO-00222,Company 00222,Healthcare,North America,Sole Proprietorship,735299.03,72,2792636.78,20.0,2486910.62,2,0.147,0.177,0.771,14,0.413,-136126.45,15672.74,-0.0487,21.4,0.108,0.1233,0.042,0.0703,0.5467,0.7522,0.422,84.8,90.7,26.9,1,1,0,1,1,1,1,0.4609,184.0,166.0,180.0,0.2485,0.0352,0.1832,0.3006,0.1406,0.1495,0.8905,0.2633,0.3333,0.4014,0.229,0.6321,0.444,0.222,0.5864,0.2089,0.1134,0.0,0.4752,0.0831,0.2386,0.0,0.0271,21.0,0.8,0.2073,0.3024,0.0532,0.306,0.188,0.2072,0.1495,0
APP-00223,CO-00223,Company 00223,Construction,North America,LLC,1365549.43,48,2614473.66,26.0,336049.89,3,0.013,0.041,0.287,23,0.601,-42271.89,5817.71,-0.0162,60.0,0.0671,0.0457,-0.0082,0.2768,0.5463,1.8704,1.4487,59.4,85.6,51.4,0,0,0,1,1,6,2,0.7277,240.0,226.0,180.0,0.1347,0.0931,0.1949,1.0,0.0888,0.2417,0.1285,0.5223,0.5,0.0534,0.713,0.5803,0.2344,0.1653,0.45,0.1426,0.0432,0.0,0.2687,0.0487,0.175,0.0,0.0202,25.2,0.4,0.6103,0.6175,0.0362,0.0,0.1062,0.3945,0.2417,0
APP-00224,CO-00224,Company 00224,Healthcare,Eastern Europe,Corporation,172582.22,36,740893.32,12.2,653130.22,0,0.178,0.101,0.064,4,0.045,-41151.53,3985.26,-0.0555,33.0,0.1664,0.1291,0.0025,0.3689,0.419,1.2852,0.807,69.3,79.8,34.9,1,1,1,1,1,3,0,0.2155,122.0,107.0,91.0,0.1045,0.0367,0.122,0.4212,0.14,0.1846,0.8815,0.2329,0.0,0.4153,0.936,0.5406,0.6285,0.0979,0.4929,0.3242,0.1135,0.0,0.4978,0.0823,0.2694,0.0,0.141,24.4,1.0,0.1153,0.172,0.0246,0.059,0.1112,0.2142,0.1846,1
APP-00225,CO-00225,Company 00225,Construction,Latin America,Sole Proprietorship,1038917.72,36,2398825.45,3.0,1389795.05,2,0.053,0.08,0.845,17,0.059,-334192.56,28829.0,-0.1393,0.8,-0.0048,-0.0041,-0.0208,0.0891,0.3427,1.5329,1.1101,73.9,38.4,67.1,1,0,0,0,1,4,1,0.8453,39.0,29.0,43.0,0.0447,0.062,0.1549,0.6613,0.1552,0.3952,0.5794,0.4331,0.3333,0.2377,0.155,0.6596,0.2906,0.0968,0.45,0.4558,0.262,0.9333,0.6534,0.1151,0.5218,0.0,0.0332,102.6,0.4,0.5195,0.5504,0.0151,0.111,0.1563,0.2994,0.3952,1
APP-00226,CO-00226,Company 00226,Software,Middle East,LLC,868988.56,36,2753073.08,6.1,2018091.98,0,0.016,0.009,0.257,20,0.367,-373449.93,33767.11,-0.1356,17.7,0.2678,0.1047,-0.0473,0.2832,0.2498,0.8771,0.8602,68.3,68.9,26.3,1,1,1,1,1,2,0,0.2255,93.0,56.0,60.0,0.2173,0.0206,0.5801,0.1402,0.0536,0.4431,0.733,0.3156,0.0,0.2727,0.743,0.5601,0.4916,0.0632,0.391,0.4075,0.2638,0.0,0.6561,0.236,0.3967,0.1847,0.1212,25.7,1.0,0.085,0.1515,0.0455,0.1239,0.1821,0.2594,0.4431,1
APP-00227,CO-00227,Company 00227,Healthcare,Eastern Europe,Corporation,3619383.54,12,27165926.33,7.7,1901899.54,1,0.027,0.007,0.75,165,0.241,1373193.3,23371.36,0.0505,60.0,0.0434,0.0297,0.1552,0.4714,0.6965,1.9952,1.8541,33.3,41.4,16.7,0,1,1,1,1,2,0,0.345,61.0,74.0,88.0,0.0778,0.1296,0.1318,0.3739,0.1693,0.0225,0.07,0.1332,0.1667,0.0401,0.25,0.1712,0.0981,0.0621,0.2463,0.3536,0.0133,0.0,0.0906,0.074,0.1092,0.0,0.0156,8.6,0.8,0.187,0.2052,0.0285,0.0,0.0656,0.2013,0.0547,0
APP-00228,CO-00228,Company 00228,Logistics,North America,LLC,2914243.65,60,14315373.84,7.0,7024808.54,1,0.115,0.046,0.239,148,0.57,-1796699.45,177471.34,-0.1255,20.1,0.1556,0.0761,-0.0368,0.0615,0.3266,0.8115,0.3984,54.7,75.5,57.6,1,1,1,1,1,2,1,0.2467,87.0,47.0,62.0,0.1452,0.0583,0.3212,0.3518,0.0278,0.344,0.4907,0.2036,0.1667,0.2399,0.761,0.402,0.4211,0.1505,0.1772,0.138,0.2603,0.0,0.6183,0.1043,0.3258,0.0,0.021,36.8,1.0,0.1272,0.231,0.0349,0.2475,0.1375,0.2295,0.344,1
APP-00229,CO-00229,Company 00229,Manufacturing,Eastern Europe,Corporation,348335.9,60,933556.39,13.0,559242.85,0,0.164,0.082,0.324,8,0.178,-103879.33,9328.05,-0.1113,13.1,0.1649,0.0519,-0.0254,0.1845,0.5971,0.9939,0.5029,81.3,44.5,47.9,1,1,1,1,1,0,0,0.2788,172.0,137.0,128.0,0.2833,0.0093,0.4332,0.7083,0.03,0.3225,0.599,0.3731,0.0,0.3059,0.676,0.552,0.4567,0.1046,0.3919,0.3442,0.2154,0.0,0.6044,0.0944,0.2647,0.0733,0.0645,84.7,1.0,0.0279,0.1255,0.0576,0.268,0.177,0.3798,0.3225,1
APP-00230,CO-00230,Company 00230,Logistics,Eastern Europe,Sole Proprietorship,629890.69,24,1643956.9,10.6,501991.23,0,0.026,0.346,0.282,16,0.198,147815.19,1713.56,0.0899,60.0,0.0561,0.0308,0.1496,0.2713,0.7181,1.5828,1.4218,62.8,55.7,27.5,1,1,1,0,1,3,1,0.394,147.0,127.0,92.0,0.1214,0.0305,0.3225,0.1939,0.2608,0.1857,0.3054,0.3832,0.0,0.1242,0.718,0.4392,0.3117,0.2252,0.3543,0.4767,0.0161,0.0,0.0435,0.0531,0.0858,0.0,0.0318,34.6,0.8,0.2632,0.3223,0.0273,0.0,0.061,0.2708,0.1857,1
APP-00231,CO-00231,Company 00231,Healthcare,North America,Sole Proprietorship,132734.54,18,507147.92,2.9,213729.73,0,0.12,0.076,0.231,4,0.263,-78611.11,7325.27,-0.155,3.3,0.1095,0.0279,-0.101,0.2592,0.3323,0.9414,0.7996,76.6,61.6,16.2,1,1,0,0,0,1,2,0.5329,71.0,32.0,31.0,0.1516,0.0127,0.1328,0.4645,0.022,0.4615,0.4214,0.2617,0.0,0.2177,0.769,0.3877,0.4008,0.1052,0.2987,0.1931,0.3081,0.725,0.6872,0.0902,0.4819,0.0036,0.0901,31.2,0.4,0.4345,0.4048,0.0316,0.1438,0.184,0.1989,0.4615,1
